game_date,player_name,batter,pitcher,outs_when_up,inning,hc_x,hc_y
2024-06-16,Daz Cameron,663662,641927,1,7,42.25,76.86
2024-07-14,Bryan Reynolds,668804,605154,2,8,178,49.22
2024-07-09,Wilyer Abreu,677800,621053,2,2,200.46,40.99
2024-08-30,Nolan Arenado,571448,664776,2,8,51.61,65.03
2024-07-22,Colt Keith,690993,657265,2,9,233.24,89.46
2024-08-25,Aaron Judge,592450,596295,1,1,101.85,27.62
2024-06-13,Carlos Correa,621043,656794,2,7,39.39,77.34
2024-06-14,Mitch Garver,641598,571760,2,1,94.96,41.47
2024-09-29,James McCann,543510,641927,1,5,41.81,69.55
2024-08-28,Kyle Higashioka,543309,668941,2,8,20.82,90.43
2024-04-23,Pavin Smith,656976,668868,2,6,183.87,44.97
2024-07-04,Juan Soto,665742,607259,2,7,100.55,26.21
2024-09-27,Jonah Bride,681146,621244,2,1,46.25,79.02
2024-05-23,Jorge Mateo,622761,605182,2,4,71.28,47.32
2024-08-27,Kerry Carpenter,681481,456501,0,6,170.63,32.83
2024-03-28,Tyler O'Neill,641933,675989,0,8,176.75,47.84
2024-06-20,Jose Siri,642350,543351,0,9,35.76,62.09
2024-04-25,Elehuris Montero,660707,681190,2,3,22.69,92.95
2024-05-22,Marcell Ozuna,542303,621016,2,7,77.1,47.41
2024-04-11,Alec Bohm,664761,683003,2,4,151.15,36.29
2024-09-13,Luis García Jr.,671277,685107,0,7,217.54,57.06
2024-08-08,Willy Adames,642715,450203,0,3,56.96,53.37
2024-04-30,Danny Mendick,664901,681892,2,5,67.67,46.11
2024-09-04,Jon Singleton,572138,608718,2,7,218.2,86.82
2024-05-20,Matt Olson,621566,656302,0,3,235.44,70.46
2024-07-13,Enrique Hernández,571771,656412,2,7,,
2024-08-17,Brandon Lowe,664040,571670,2,6,230.17,98.86
2024-09-25,Steven Kwan,680757,596001,0,1,203.57,72.64
2024-06-25,Jared Triolo,669707,571656,2,5,34.21,85.09
2024-07-14,Ketel Marte,606466,579328,1,5,119.24,33.15
2024-08-15,Cedric Mullins,656775,601713,0,5,208.95,71.13
2024-05-07,Randy Arozarena,668227,647336,1,3,33,84.56
2024-07-30,Tommy Pham,502054,674003,2,5,175.96,42.87
2024-09-28,Brent Rooker,667670,676106,1,5,57.58,49.54
2024-06-20,Royce Lewis,668904,641793,2,3,32.12,79.9
2024-08-08,Pete Alonso,624413,596295,0,1,101.64,9.19
2024-04-27,Bryan Reynolds,668804,573124,1,10,17.02,84.91
2024-06-29,Vladimir Guerrero Jr.,665489,641482,1,1,172.19,42.83
2024-07-13,Angel Martínez,682657,641793,1,5,221.05,68.33
2024-06-22,Ha-Seong Kim,673490,692230,2,4,47.99,69.21
2024-08-18,Dominic Canzone,686527,656924,1,5,150.91,32.69
2024-05-15,J.D. Martinez,502110,605513,0,8,62.09,48.58
2024-09-08,Luis Matos,682641,605397,1,4,46.77,71.95
2024-07-26,Austin Wells,669224,677161,1,7,224.21,72.08
2024-05-25,Jonathan Aranda,666018,663903,0,4,227.52,60.88
2024-04-02,Isaac Paredes,670623,666720,2,5,47.99,117.45
2024-06-20,Bobby Witt Jr.,677951,657697,0,8,30.78,56.38
2024-09-20,Lane Thomas,657041,571927,0,8,31.63,60.87
2024-09-21,LaMonte Wade Jr.,664774,663903,0,4,231.5,80.74
2024-08-07,Zach Neto,687263,664776,0,7,19.31,78.03
2024-08-18,Heliot Ramos,671218,676664,0,7,97.51,63.64
2024-08-03,Vladimir Guerrero Jr.,665489,607074,2,1,110.2,30.87
2024-07-09,Jesús Sánchez,660821,669854,0,7,56.71,78.71
2024-09-17,Shohei Ohtani,660271,670766,1,3,222.82,67.2
2024-05-11,Ketel Marte,606466,607644,2,3,8.95,89.72
2024-05-20,Carlos Correa,621043,680730,0,6,56.42,39.87
2024-06-30,Rowdy Tellez,642133,680885,2,5,,
2024-03-28,Anthony Santander,623993,660761,2,4,39.64,46.36
2024-04-19,Blaze Alexander,677942,687014,1,8,215.6,92.71
2024-07-31,Travis d'Arnaud,518595,642547,1,4,25.45,73.13
2024-06-07,Brayan Rocchio,677587,677960,1,3,38.46,65.9
2024-05-24,Nick Castellanos,592206,621389,0,5,86.32,22.98
2024-06-29,Mitch Haniger,571745,641154,0,3,49.61,63.72
2024-07-02,Luis Robert Jr.,673357,471911,0,6,31.3,86.06
2024-06-24,Matt Chapman,656305,657006,0,5,36.88,58.19
2024-04-19,Michael Harris II,671739,643493,2,8,201.14,53.18
2024-06-28,Kyle Higashioka,543309,601713,0,5,84.08,34.47
2024-08-25,Nick Castellanos,592206,519293,1,8,40.68,68.12
2024-09-22,Ozzie Albies,645277,670766,1,1,9.44,77.05
2024-09-20,Dansby Swanson,621020,592866,1,1,93.34,45.25
2024-04-18,Jonah Heim,641680,628317,0,2,226.6,84.36
2024-04-21,Nick Senzel,669222,605463,0,6,50.85,60.52
2024-08-26,Salvador Perez,521692,682120,2,6,85.16,18.16
2024-08-14,Joey Bart,663698,527048,0,6,52.92,67.6
2024-05-23,Heliot Ramos,671218,669796,1,7,11.04,78.15
2024-06-12,Starling Marte,516782,666129,2,5,43.3,43.24
2024-09-09,Alex Verdugo,657077,663903,2,4,200.35,66.98
2024-03-29,Elias Díaz,553869,518876,1,2,63.59,44.7
2024-05-10,Thairo Estrada,642731,671096,1,1,61.45,61
2024-08-04,Josh Jung,673962,601713,1,2,13.29,96.64
2024-08-08,Jackson Chourio,694192,450203,2,2,100.66,36.07
2024-05-19,Luis Campusano,669134,678061,0,5,17.78,97.85
2024-08-31,Bobby Witt Jr.,677951,593576,2,8,28.8,69.6
2024-07-04,Colt Keith,690993,641927,1,1,210.27,47.55
2024-05-06,Jonny DeLuca,676356,694363,1,5,55.11,52.65
2024-04-03,Jack Suwinski,669261,676395,1,6,220.51,65.88
2024-04-21,Will Brennan,686823,548389,1,2,190.4,63.83
2024-06-14,William Contreras,661388,668881,1,3,155.26,32.94
2024-04-16,Enrique Hernández,571771,571578,2,5,98.95,26.73
2024-08-17,William Contreras,661388,676440,1,4,15.34,90.83
2024-09-08,Nathaniel Lowe,663993,702674,2,1,235.18,72.99
2024-04-08,Brandon Marsh,669016,606149,2,9,242.79,83.14
2024-06-09,Hunter Renfroe,592669,608723,0,10,46.36,61.74
2024-08-02,Manny Machado,592518,596295,0,2,63.9,56.3
2024-07-10,Eugenio Suárez,553993,450203,2,2,19.38,48.89
2024-07-21,Teoscar Hernández,606192,676710,1,3,220.18,80.89
2024-08-22,Giancarlo Stanton,519317,680704,2,5,140,30.96
2024-07-30,Jazz Chisholm Jr.,665862,621381,1,7,233.88,98.3
2024-07-05,Alex Bregman,608324,681892,0,9,16.5,76.1
2024-05-26,Corey Seager,608369,641154,0,5,220.57,80.61
2024-07-08,Wyatt Langford,694671,608334,1,7,27.69,64.85
2024-08-06,Parker Meadows,678009,663423,2,8,215.66,56.38
2024-06-17,Kyle Schwarber,656941,681190,0,3,165.17,24.51
2024-08-06,Zack Gelof,680869,686563,2,4,9.89,92.48
2024-07-21,Jose Siri,642350,664776,2,7,159.03,26.84
2024-04-02,Marcell Ozuna,542303,676979,1,7,43.7,82.81
2024-07-13,Rece Hinds,677956,677053,1,6,79.94,30.27
2024-09-07,Andrew Vaughn,683734,681867,2,1,88.71,40.86
2024-08-02,Rafael Devers,646240,605177,1,9,232.97,88.74
2024-06-17,Michael Siani,672279,666129,0,5,227.82,89.25
2024-06-18,Andy Pages,681624,596295,1,2,47.71,65.26
2024-07-28,Kyle Schwarber,656941,676282,0,3,203.45,54.8
2024-06-16,Tyler Locklear,682988,600917,0,7,18.9,81.52
2024-05-11,Hunter Goodman,696100,571760,0,3,68.8,28.17
2024-06-29,Austin Wells,669224,621016,0,9,184.32,56.3
2024-09-11,Tommy Edman,669242,696136,2,1,40.01,73.96
2024-04-25,Salvador Perez,521692,621244,2,1,15.07,77.33
2024-09-25,Lenyn Sosa,672820,660761,1,4,29.64,92.3
2024-07-21,Noelvi Marte,682622,663623,2,2,56.08,46.62
2024-05-01,Spencer Steer,668715,605397,2,1,76.57,49.3
2024-07-02,Jake Burger,669394,676710,0,5,49.57,55.02
2024-07-21,Jeremy Peña,665161,676092,0,7,54.18,47.12
2024-05-22,Christian Walker,572233,622694,0,6,81.41,35.92
2024-09-27,Zach DeLoach,676113,676428,2,6,224.59,69.34
2024-08-31,Pete Alonso,624413,663436,2,1,61.43,48.58
2024-06-05,Heliot Ramos,671218,656756,0,3,102.09,28.92
2024-05-01,Willson Contreras,575929,628317,0,4,132.82,23.97
2024-04-23,Shea Langeliers,669127,573186,2,2,162.58,35.68
2024-08-27,Yandy Díaz,650490,676092,0,8,59.43,43.78
2024-09-21,Aaron Judge,592450,656232,0,7,93.92,30
2024-05-11,Leody Taveras,665750,656234,1,7,212.85,67.02
2024-04-27,Keibert Ruiz,660688,592288,0,7,13.36,88.72
2024-03-28,Cavan Biggio,624415,621107,1,6,208.26,75.84
2024-09-16,Eric Wagaman,676572,686563,2,2,107.55,39.29
2024-08-28,Vinnie Pasquantino,686469,676440,1,1,209.65,70.64
2024-08-08,Garrett Mitchell,669003,450203,2,2,69.56,44.09
2024-06-03,Lourdes Gurriel Jr.,666971,675921,0,2,39.51,69.57
2024-08-29,Brendan Rodgers,663898,678368,1,3,142.98,23.97
2024-05-29,Blake Perkins,663368,684007,2,3,78.6,46.56
2024-08-14,Vladimir Guerrero Jr.,665489,519326,1,9,52.04,54.34
2024-06-28,Kyle Isbel,664728,658648,1,4,195.88,54.35
2024-04-23,Mark Canha,592192,621363,1,8,51.94,56.85
2024-05-29,Willy Adames,642715,543294,2,7,57.79,47.85
2024-06-05,Paul DeJong,657557,669713,0,8,20.29,71.52
2024-06-16,Jose Miranda,669304,666204,1,8,26.01,56.78
2024-09-17,Shea Langeliers,669127,696136,1,5,23.97,62.93
2024-05-24,Jo Adell,666176,671106,1,6,65.68,33.07
2024-06-11,Will Smith,669257,641540,1,1,75.15,56.33
2024-07-26,Jake Burger,669394,642547,2,1,,
2024-06-28,Shea Langeliers,669127,676714,0,9,29.17,75.59
2024-06-11,Kyle Schwarber,656941,676710,0,5,210.38,47.22
2024-04-27,Jo Adell,666176,663978,2,2,52.23,58.06
2024-09-15,Max Muncy,571970,605154,2,9,177.41,33.31
2024-04-30,Andrés Giménez,665926,686613,0,6,186.74,48.35
2024-04-21,Shohei Ohtani,660271,605288,1,3,205.86,46.92
2024-09-03,Randal Grichuk,545341,663941,0,5,59.86,65.72
2024-09-03,Daulton Varsho,662139,663969,0,1,145.51,28.83
2024-05-31,Ezequiel Tovar,678662,621111,2,4,86.91,37.86
2024-09-27,Jerar Encarnacion,666464,571945,0,2,108.88,25.83
2024-03-30,Jared Walsh,665120,543294,0,2,197.94,40.38
2024-09-19,Kyle Manzardo,700932,680573,1,1,237.49,92.08
2024-06-04,Brandon Lowe,664040,666200,1,4,231.01,94.64
2024-05-12,David Fry,681807,647336,1,4,26.62,67.45
2024-03-31,Kerry Carpenter,681481,607200,0,4,211.94,64.89
2024-04-14,Jack Suwinski,669261,554430,0,6,175.37,44.16
2024-05-10,Johan Rojas,679032,681871,2,7,58.92,57.18
2024-06-24,Vladimir Guerrero Jr.,665489,663462,2,7,70.32,15.72
2024-07-20,Randy Arozarena,668227,656671,1,7,51.06,49.62
2024-06-21,Jorge Mateo,622761,663321,1,8,34.67,82.3
2024-08-03,Michael Busch,683737,502043,0,1,193.03,56.64
2024-06-14,Kyle Schwarber,656941,680694,0,1,199.01,51.51
2024-08-27,Lourdes Gurriel Jr.,666971,640455,0,7,44.95,71.44
2024-06-12,Matt Vierling,663837,663623,0,1,45.02,76.4
2024-05-15,Brenton Doyle,686668,650633,0,2,50.09,41.48
2024-04-03,Taylor Ward,621493,592288,0,8,144.93,34.21
2024-06-27,Nico Hoerner,663538,663855,1,3,30.13,86.58
2024-05-22,Ketel Marte,606466,642232,0,8,40.02,113.51
2024-05-10,Tyler Freeman,671289,621051,0,7,54.38,59.41
2024-04-01,Adolis García,666969,606965,0,8,35.35,50.65
2024-08-30,Garrett Mitchell,669003,686730,0,6,71.78,47.11
2024-06-05,Elias Díaz,553869,607259,1,5,29.46,86.63
2024-05-07,Joey Ortiz,687401,607625,0,2,66.59,42.79
2024-07-24,Elly De La Cruz,682829,642216,0,3,186.54,48.02
2024-09-01,Yordan Alvarez,670541,679525,0,4,219.38,81.92
2024-05-08,Carlos Correa,621043,669923,1,1,84.12,40.12
2024-08-09,Alec Burleson,676475,547179,0,3,228.8,85.17
2024-07-31,Jake Fraley,641584,543294,0,5,207.97,77.95
2024-07-07,Michael Conforto,624424,471911,1,2,233.14,55.16
2024-03-31,CJ Abrams,682928,607259,1,3,197.16,39.97
2024-06-12,Jeimer Candelario,600869,676440,1,6,216.46,87.65
2024-06-20,Jesse Winker,608385,669194,2,6,106.09,37.01
2024-07-27,Tyler O'Neill,641933,664776,0,5,40.71,69.37
2024-07-13,Zack Gelof,680869,663969,2,3,17.79,85.88
2024-08-09,Jackson Merrill,701538,666277,0,9,150.63,39.44
2024-09-15,Fernando Tatis Jr.,665487,643511,0,8,85.48,42.21
2024-05-22,J.T. Realmuto,592663,641540,1,3,32.08,72.87
2024-04-14,Nick Gordon,624503,669276,2,6,219.03,97.04
2024-05-06,Edward Olivares,658668,542881,1,3,53.35,43.09
2024-04-09,Tyler O'Neill,641933,669203,2,1,49.34,50.11
2024-08-27,Manny Machado,592518,571945,0,2,62.39,51.25
2024-06-21,Jake Meyers,676694,680570,2,5,16.52,85.85
2024-07-13,Gio Urshela,570482,670990,1,10,50.59,60.69
2024-07-24,Eugenio Suárez,553993,608379,2,2,9.62,75.48
2024-09-18,Alec Bohm,664761,642547,1,2,95.72,40.24
2024-08-18,Yainer Diaz,673237,681066,0,6,54.97,58.5
2024-04-27,Corey Seager,608369,608718,0,9,212.83,63.93
2024-09-15,Jackson Chourio,694192,668678,0,5,48.01,57.61
2024-08-11,Jeremy Peña,665161,472610,2,6,41.13,62.72
2024-03-29,Mookie Betts,605141,668868,0,1,32.07,70.48
2024-07-29,Sean Murphy,669221,669060,2,9,20.62,70.17
2024-09-20,Orlando Arcia,606115,678368,2,4,38.6,72.31
2024-04-26,Bryce Harper,547180,605397,0,3,232.94,78.44
2024-08-26,Matt Wallner,670242,669276,0,9,200.37,66.36
2024-07-04,Brandon Lowe,664040,519293,2,6,201.8,45.85
2024-07-03,Martín Maldonado,455117,682120,0,8,16.27,93.81
2024-09-27,Corbin Carroll,682998,506433,0,1,228.45,66.44
2024-05-30,Gary Sánchez,596142,668338,2,8,100.62,30.04
2024-07-09,Cal Raleigh,663728,800049,1,3,204.5,66.8
2024-08-20,Jurickson Profar,595777,595345,0,8,34.06,89.34
2024-08-02,Brendan Rodgers,663898,681190,0,2,54.37,57.55
2024-06-29,Corey Seager,608369,700249,1,1,234.17,68.65
2024-08-13,Jhonkensy Noel,678877,592767,2,6,8.52,68.75
2024-08-02,Jake Burger,669394,680885,1,3,50.32,47.05
2024-07-04,Nick Castellanos,592206,592791,2,4,43.94,55.81
2024-05-04,Brett Harris,695391,670766,0,6,37.1,76.15
2024-07-13,Rafael Devers,646240,607625,0,5,74.11,59.34
2024-05-17,David Fry,681807,595345,2,6,23.44,92.45
2024-08-24,Francisco Lindor,596019,650633,2,4,187.25,41.48
2024-04-09,Alex Verdugo,657077,640462,1,2,202.11,69.88
2024-08-03,Leody Taveras,665750,656557,2,4,204.32,72.43
2024-07-09,Joey Bart,663698,669060,0,6,69.41,50.72
2024-06-28,Jackson Chourio,694192,592791,2,4,42.63,67.48
2024-07-29,Randy Arozarena,668227,601713,1,6,23.7,90.55
2024-05-29,Gunnar Henderson,683002,676710,2,2,190.39,40.29
2024-06-03,Yordan Alvarez,670541,502043,2,3,229.08,83.65
2024-08-14,Jonathan India,663697,502043,1,3,57.08,60.11
2024-09-20,Jake Meyers,676694,542881,2,3,40.07,86.14
2024-04-01,Richie Palacios,680700,641540,1,7,201.62,61.52
2024-06-06,Gabriel Moreno,672515,681190,0,2,16.54,85.03
2024-04-30,Christian Walker,572233,622503,0,10,5.58,73.43
2024-08-14,Jake Cronenworth,630105,656605,0,1,224.8,97.19
2024-08-17,Dairon Blanco,680118,571656,1,3,42.15,57.52
2024-08-18,Michael Conforto,624424,666204,0,10,220.03,68.94
2024-09-12,Jason Heyward,518792,687765,2,2,211.41,83.63
2024-05-03,Jake Cronenworth,630105,677944,0,4,225.96,71.56
2024-07-29,José Ramírez,608070,676614,0,3,50.85,31.81
2024-08-16,Brandon Nimmo,607043,666277,1,4,245.28,93.33
2024-06-06,Adley Rutschman,668939,579328,1,6,67.71,53.87
2024-06-20,Jackson Merrill,701538,669060,2,1,231.02,100.11
2024-05-17,Tyler Stephenson,663886,572020,2,6,52.59,66.03
2024-04-21,Evan Carter,694497,670241,0,4,200.92,55.99
2024-09-21,Iván Herrera,671056,680704,2,7,66.05,40.63
2024-06-17,Jacob Stallings,607732,572020,0,2,112.25,27.12
2024-04-24,Connor Wong,657136,471911,0,6,24.32,73.41
2024-05-05,Jesse Winker,608385,666201,2,4,174.09,47.46
2024-09-29,Cal Raleigh,663728,687765,1,5,218.62,59.63
2024-08-07,Bobby Witt Jr.,677951,676710,1,1,22.01,97.75
2024-08-29,Francisco Lindor,596019,669194,0,6,228.56,74.86
2024-07-31,Matt Wallner,670242,622663,0,3,161.53,23.32
2024-08-15,Gunnar Henderson,683002,601713,0,4,216.18,62.38
2024-03-28,Adolis García,666969,622075,1,6,30.02,64.12
2024-05-07,Cal Raleigh,663728,595345,1,7,21.59,50.72
2024-07-14,Trea Turner,607208,683155,1,1,56.57,65.29
2024-07-05,Will Smith,669257,650644,1,3,64.89,44.61
2024-07-21,Miguel Andujar,609280,608334,2,5,27.15,81.9
2024-04-26,Nick Castellanos,592206,605397,1,3,55.54,53.88
2024-07-06,Ryan Mountcastle,663624,519008,1,9,100.98,30.86
2024-08-20,Alejandro Kirk,672386,686730,2,3,26.94,70.15
2024-08-28,Connor Joe,656582,681799,0,4,27,66.88
2024-08-13,Vladimir Guerrero Jr.,665489,608334,1,3,50.5,58.4
2024-07-25,Brent Rooker,667670,670046,1,1,15.54,60.45
2024-08-03,Vinnie Pasquantino,686469,628317,2,6,230.91,85.77
2024-06-18,Ketel Marte,606466,663623,0,1,172.68,38.05
2024-04-21,Mike Yastrzemski,573262,677944,2,5,219.12,100.03
2024-06-26,Kyle Higashioka,543309,687792,2,2,24.94,82.68
2024-07-11,Cal Raleigh,663728,670046,2,6,22.42,74.76
2024-04-16,Enmanuel Valdez,665839,676440,2,4,231.64,53.3
2024-05-25,Ezequiel Duran,677649,663978,1,5,24.58,75.35
2024-05-14,Adolis García,666969,594902,0,2,25.17,100.89
2024-06-22,Josh Smith,669701,608379,0,4,221.79,92.77
2024-06-30,Chris Taylor,621035,702352,1,5,105.24,30.74
2024-04-28,Adolis García,666969,671096,2,1,25.66,77.14
2024-05-10,Dylan Moore,664238,621112,1,4,21,97.97
2024-07-20,Jake Cronenworth,630105,675921,2,8,235.78,92.83
2024-09-15,Riley Greene,682985,642397,1,8,206.96,75.32
2024-05-17,Jordan Beck,687597,696131,1,2,120.39,33.41
2024-04-17,Connor Wong,657136,594902,2,4,55.53,69.05
2024-06-26,Aaron Judge,592450,664849,0,6,28.26,69.01
2024-04-10,Jake Cronenworth,630105,543294,0,6,232.95,86.91
2024-07-12,Harrison Bader,664056,685299,0,4,18.52,73.29
2024-09-14,Willy Adames,642715,571670,0,4,187.43,55.25
2024-04-06,Jorge Polanco,593871,669060,0,8,186.24,40.49
2024-03-28,George Springer,543807,621107,0,4,59.43,55.1
2024-07-23,Tyler O'Neill,641933,621389,2,1,140.17,22.33
2024-04-12,Fernando Tatis Jr.,665487,518489,2,7,86.98,36.51
2024-09-13,Ezequiel Tovar,678662,681799,2,7,192.02,50.2
2024-05-10,Isiah Kiner-Falefa,643396,657746,0,3,50.58,72.06
2024-04-09,Josh Naylor,647304,647336,2,1,201.7,67.05
2024-07-12,Willie Calhoun,641432,608723,0,10,198.65,49.8
2024-07-24,Christian Walker,572233,608379,1,4,55.22,51.03
2024-06-21,Hunter Goodman,696100,687792,1,4,33.58,77.56
2024-08-18,Brandon Marsh,669016,663623,1,6,183.51,48.22
2024-06-13,Andy Pages,681624,547179,1,7,19.69,92.74
2024-07-03,Max Schuemann,680474,669721,1,5,25.47,83.85
2024-09-21,David Peralta,444482,623167,1,4,201.02,58.3
2024-05-04,Brett Harris,695391,670766,0,4,33.4,57.83
2024-09-19,Vladimir Guerrero Jr.,665489,670036,0,7,12.85,69.25
2024-06-19,Bryan Reynolds,668804,607259,2,8,98.73,32.69
2024-05-01,Willy Adames,642715,541640,1,7,147.77,35.63
2024-06-25,Mickey Moniak,666160,687765,0,4,189.41,61.1
2024-06-17,Ceddanne Rafaela,678882,579328,0,3,46.96,48.06
2024-06-22,Elly De La Cruz,682829,601713,1,3,208.16,55.87
2024-07-02,Justyn-Henry Malloy,669234,680573,0,5,36.44,62.22
2024-05-03,Manny Machado,592518,621199,2,5,41.94,68.09
2024-09-24,Masyn Winn,691026,663372,0,3,26.95,74.89
2024-04-28,Wenceel Pérez,672761,608379,1,1,214.42,78.53
2024-06-12,Ryan McMahon,641857,641154,0,4,155.63,28.83
2024-09-08,Connor Norby,681393,676661,2,3,110.2,54.55
2024-07-09,Justyn-Henry Malloy,669234,680704,2,6,18.65,90.82
2024-07-29,Dominic Smith,642086,663423,0,5,26.84,95.12
2024-07-30,Andrew Vaughn,683734,608379,1,4,14.13,83.75
2024-08-07,Matt Chapman,656305,663623,2,5,60.86,43.77
2024-09-20,James Wood,695578,668338,0,8,217.3,54.37
2024-06-13,Anthony Rizzo,519203,670167,0,8,210.01,72.03
2024-04-04,Connor Joe,656582,571882,1,5,43.9,59.14
2024-06-06,Enmanuel Valdez,665839,663765,0,4,161.12,40.68
2024-03-31,Teoscar Hernández,606192,669467,1,8,71.35,48.39
2024-07-26,Mark Vientos,668901,450203,1,3,51.12,65.52
2024-05-04,Jurickson Profar,595777,676714,1,7,61.66,52.67
2024-07-24,Ezequiel Tovar,678662,601713,0,1,37.03,68.19
2024-06-26,Harrison Bader,664056,672782,0,7,68.17,50.38
2024-03-29,Giancarlo Stanton,519317,656232,1,9,76.65,36.77
2024-07-25,Marcus Semien,543760,686563,0,3,37.34,70.32
2024-06-24,Tyler Nevin,663527,656288,1,2,106.27,37.08
2024-07-29,Bo Naylor,666310,676614,2,6,233.85,92.59
2024-06-28,Vinnie Pasquantino,686469,670766,1,8,227.92,66.46
2024-07-30,Emmanuel Rivera,656896,605488,1,1,38.57,78.9
2024-09-27,Sean Murphy,669221,663903,2,4,32.12,60.33
2024-06-16,Freddie Freeman,518692,663903,0,6,191.2,50.25
2024-07-27,Corbin Carroll,682998,594835,0,2,204.41,56.1
2024-08-24,Jeremy Peña,665161,544150,2,6,71.25,39.51
2024-09-02,Dansby Swanson,621020,683003,0,3,70.65,60.42
2024-09-29,Brendan Donovan,680977,806185,1,3,220.07,81.23
2024-09-01,Lars Nootbaar,663457,676760,0,9,97.35,27.73
2024-05-08,Leody Taveras,665750,676664,2,4,88.43,36.8
2024-08-19,Matt Chapman,656305,686563,0,6,17.13,76.59
2024-07-01,William Contreras,661388,596295,2,5,218.63,70.85
2024-06-25,Joey Ortiz,687401,571760,0,5,27.04,86.03
2024-04-06,Luis Urías,649966,571948,0,9,61.37,57.23
2024-05-11,Gunnar Henderson,683002,669194,0,5,170.69,38.96
2024-08-21,MJ Melendez,669004,456501,2,6,198.73,134.17
2024-05-28,Kevin Pillar,607680,641482,2,1,33.23,75.71
2024-04-12,Elly De La Cruz,682829,623167,2,3,181.55,25.52
2024-08-04,Kyle Higashioka,543309,615698,0,5,42.96,79.11
2024-08-16,Masataka Yoshida,807799,669203,2,4,189.21,58.61
2024-08-25,Alex Bregman,608324,572143,2,7,23.89,73.9
2024-09-11,Eugenio Suárez,553993,674003,0,2,27.52,56.28
2024-07-12,Marcell Ozuna,542303,663362,0,5,86.61,36.66
2024-06-22,Christopher Morel,666624,656731,1,3,102.2,19.6
2024-05-04,Brent Rooker,667670,670766,1,3,16.53,89.5
2024-09-11,Ketel Marte,606466,674003,1,4,54.15,54.61
2024-07-14,Pete Crow-Armstrong,691718,571945,1,3,214.01,60.93
2024-08-04,Alec Bohm,664761,642048,2,8,42.68,69.2
2024-07-10,Andy Ibáñez,628451,656529,0,8,48.54,73.1
2024-07-05,Will Smith,669257,650644,1,1,174.3,48.54
2024-05-15,Jackson Chourio,694192,527048,0,6,49.15,37
2024-06-13,Joc Pederson,592626,472610,0,7,193.57,38.22
2024-04-06,Brent Rooker,667670,628317,2,1,30.95,73.08
2024-05-05,Luis García Jr.,671277,666201,1,3,163.66,39.68
2024-04-13,Josh Naylor,647304,676760,1,9,232.18,97.95
2024-07-05,Colt Keith,690993,686730,1,5,222.62,60.58
2024-09-08,Sam Hilliard,656541,571948,2,5,203.95,69.19
2024-05-14,Ceddanne Rafaela,678882,650644,1,5,32.27,95.77
2024-08-16,Luis Robert Jr.,673357,681293,2,5,32.72,103.56
2024-07-20,David Peralta,444482,675921,0,8,209.15,76.95
2024-07-29,MJ Melendez,669004,621051,1,8,237.27,90.21
2024-09-12,Jordan Beck,687597,669373,1,3,51.9,46.81
2024-07-31,Freddy Fermin,666023,689672,1,2,78.23,47.32
2024-07-04,Jeremy Peña,665161,670950,1,7,17.71,88.49
2024-07-29,Jackson Chourio,694192,670241,0,8,37.79,68.78
2024-06-20,Freddie Freeman,518692,621389,2,4,133.47,24.98
2024-08-22,Juan Yepez,660766,663567,0,8,86.94,40.19
2024-09-12,Danny Jansen,643376,641482,0,5,34.32,72.61
2024-09-14,Gunnar Henderson,683002,628317,2,7,230.23,91.12
2024-06-19,Jarren Duran,680776,592332,1,5,141.02,24.34
2024-07-12,Orlando Arcia,606115,663362,1,5,53.17,53.85
2024-08-17,Shohei Ohtani,660271,669467,2,5,198.75,61.71
2024-07-14,Jo Adell,666176,608723,0,8,79.68,44.29
2024-06-21,Luis García Jr.,671277,641712,2,3,219.29,69.45
2024-03-30,Braden Shewmake,669699,628317,1,2,210.48,72.74
2024-08-03,Jonathan India,663697,690986,2,3,20.96,65.59
2024-05-29,Ha-Seong Kim,673490,666129,0,3,59.16,60.95
2024-05-22,Yandy Díaz,650490,677161,0,9,80.43,31.97
2024-07-19,Korey Lee,686676,608717,2,8,97.16,31.14
2024-03-29,J.D. Davis,605204,671106,0,6,133.11,31.58
2024-04-23,Eloy Jiménez,650391,641154,0,4,9.45,76.1
2024-07-12,MJ Melendez,669004,669711,1,8,171.41,47.03
2024-08-02,Willi Castro,650489,621051,2,8,185.51,50.24
2024-08-20,Jon Singleton,572138,601713,2,1,190.26,59.43
2024-07-02,Ceddanne Rafaela,678882,678368,1,4,53.71,63.58
2024-09-20,Colton Cowser,681297,672456,0,6,221.11,58.83
2024-07-06,Dane Myers,667472,647336,0,7,95.59,31.79
2024-08-13,Max Kepler,596146,519293,2,6,209.59,68.44
2024-05-01,Tom Murphy,608596,676710,0,3,35.05,60.68
2024-08-04,Bryce Harper,547180,642048,2,8,194.63,56.49
2024-05-07,Paul DeJong,657557,621107,2,7,31.65,82.4
2024-08-24,Zach McKinstry,656716,605154,2,9,207.86,69.98
2024-07-03,Francisco Lindor,596019,680730,2,5,69.53,44.59
2024-08-05,Manuel Margot,622534,543294,0,5,52.61,65.77
2024-05-13,Mookie Betts,605141,663855,0,1,44.63,76.38
2024-06-15,Carson Kelly,608348,663321,2,6,41.6,71.45
2024-08-06,Brandon Lowe,664040,543243,0,1,231.31,62.6
2024-08-16,Logan O'Hoppe,681351,680885,1,4,155.3,37.1
